N° de la marque;Marque;Type de la marque;Date de dépôt/enregistrement;Produits et services
4044315;! / ?;Marque semi-figurative;01/11/2013;"09, Appareils pour l'enregistrement, la transmission, la reproduction du son ou des images; supports d'enregistrement magnétiques, disques acoustiques ou optiques; disques compacts[ audio-vidéo], DVD et autres supports d'enregistrement numériques. Logiciels de jeux. Publications électroniques téléchargeables;, 16, Livres, catalogues, revues, journaux, brochures, affiches, cartes postales, cartes à colorier, carnets, cahiers, stylos, plumiers, matériel d'instruction et d'enseignement (à l'exception des meubles), matériel pour artistes, photographies. Papier, affiche en papier ou en carton, albums, tableaux [peintures] encadrés ou non, portraits, écriteaux en papier ou en carton, papier d'emballage, sacs [enveloppes, pochettes] pour l'emballage en papier ou en matière plastique, boîtes en carton ou en papier, articles pour reliures, articles de bureau (à l'exception des meubles), articles de papeterie, nécessaires pour écrire [écritoires], encre, fournitures pour l'écriture, instrument d'écriture, fournitures pour le dessin, maquettes d'architecture;, 41, Education; formation, divertissement. Organisation d'expositions, de salons, de colloques, de congrès, de conférences à but culturel ou éducatif. Edition de livres, de revues, de journaux, de brochures, de catalogues, d'affiches, de cartes postales ainsi que de produits multimédia à lecture optique et de présentation d'information diffusées sur Internet. Prêts de livres. Publication électronique de livres et de périodiques en ligne."
4884107;! bayard SERVICE;Marque figurative;12/07/2022;"35, marketing; gestion des affaires commerciales; Services d'abonnement à des journaux; reproduction de documents; gestion de fichiers informatiques; Systématisation de données dans un fichier central; Gestion de bases de données; abonnements à des journaux électroniques; conseil en gestion d'entreprise et en marketing; conseils en communication [publicité]; conseil en matière de publicité et de marketing; Conseils en communication [relations publiques]; Conseils en e-marketing; Services de conseil commercial dans le domaine de la gestion de campagnes de collecte de fonds; Aide à la gestion publicitaire destinée aux entreprises commerciales; Services de consultation, de conseil et d'assistance pour la publicité, le marketing et la promotion; Prestation de services de publicité; Services d'agences de publicité; Organisation et placement de publicités; Publicité dans des périodiques, brochures et journaux; Conception de brochures publicitaires;, 40, Services d'imprimerie ; tirage de photographies ; Impression numérique; Services d'impression de livres et autres documents numériques à la demande; Impression de documents à partir de supports numériques; Impression de tous documents en tous formats ; Location d'appareils et de machines d'impression ; Impression de livres ; Impression de supports publicitaires;, 41, activités culturelles; coaching [formation]; Services d'édition de publications périodiques et non périodiques, autres que textes publicitaires; éducation; formation; Micro-édition; Services d'édition; Administration [organisation] de concours; Organisation de stages de formation; Organisation d'expositions à buts culturels ou éducatifs; Organisation et conduite de colloques, conférences ou congrès; organisation et conduite de séminaires; Prêts de livres et d'autres publications; production de spectacles; publication de livres; publication de textes autres que publicitaires; publication électronique de livres et de périodiques en ligne; réservation de places de spectacles; services de photographie; Services de conseil en matière de publication de textes écrits autres que publicitaires; services d'enseignement; mise à disposition de publications électroniques en ligne non téléchargeables; Services d'enseignement en matière de développement religieux; Cours de formation concernant des sujets religieux; Services de conseils en matière d'édition; Services d'enseignement concernant l'application de logiciels informatiques; Publication de journaux, de périodiques, de catalogues et de brochures; Édition, établissement de rapports et rédaction de textes; Rédaction de textes en vue de leur publication; Services de rédaction de blogs; Publication de bulletins d'information [newsletters]; Publication de livres de musique; Mise à disposition de publications électroniques en ligne, non téléchargeables, dans le domaine de la musique;, 42, conception de logiciels ; développement de logiciels ; recherche et développement de nouveaux produits pour des tiers ; conduite d’études de projets techniques; élaboration (conception) de logiciels ; installation de logiciels ; maintenance de logiciels ; mise à jour de logiciels ; location de logiciels ; programmation pour ordinateurs ; analyse de systèmes informatiques ; conception de systèmes informatiques ; services de conseillers en matière de conception et de développement de matériel informatique ; numérisation de documents ; logiciels en tant que service (SaaS) ; informatique en nuage ; conseils en technologie de l'information ; hébergement de serveurs ; stockage électronique de données."
4319682;! INNOV HACKTION;Marque semi-figurative;05/12/2016;"35, Publicité; consultation professionnelle d`affaires; informations d`affaires; diffusion d`annonces publicitaires; présentation de produits sur tout moyen de communication pour la vente au détail; informations et conseils commerciaux aux consommateurs; démonstration de produits; diffusion de matériel publicitaire [tracts, prospectus, imprimés, échantillons]; organisation d`expositions à buts commerciaux ou de publicité; administration commerciale de licences de produits et de services de tiers; marketing; promotion des ventes pour des tiers; promotion de la recherche et de l`innovation; relations publiques; aide à la direction des affaires par l`établissement de relations entre les créateurs et les inventeurs, les laboratoires, les autres centres de recherche et les industriels; études de marché et d`évaluation commerciale d`inventions, créations et savoir faire;, 41, organisation de concours [éducation ou divertissement], remise de prix, de récompenses; organisation et conduite de conférences, congrès, séminaires; organisation d`événements et d`activités culturelles dans le domaine de l`innovation; mise à disposition de publications électroniques en ligne non téléchargeables; organisation d`expositions à buts culturels ou éducatifs; organisation et conduite d`ateliers de formation; édition et publication de textes (autres que publicitaires), d`illustrations, de livres, de revues, de journaux, de périodiques, de lettres d`information et de publications électroniques en ligne non téléchargeables;, 42, Evaluations, estimations et recherches dans les domaines scientifiques et technologiques rendues par des ingénieurs; étude de projets techniques; recherche et développement de nouveaux produits pour des tiers; constitution de documentation technique; stylisme [esthétique industrielle]; hébergement, création (conception) et maintenance de site Internet pour des tiers; essai de matériaux; conception et développement d`ordinateurs et de logiciels; conception de systèmes informatiques."
4820754;! YEAH PA!;Marque figurative;26/11/2021;"35, Conseils en organisation et direction des affaires ; organisation d'expositions à buts commerciaux ou de publicité ; publicité en ligne sur un réseau informatique ; location de temps publicitaire sur tout moyen de communication ; publication de textes publicitaires ; location d'espaces publicitaires ; diffusion d'annonces publicitaires ; conseils en communication (publicité) ; conseils en communication (relations publiques) ; services de communication d'entreprise; location d'équipements de bureau dans des installations de cotravail; profilage des consommateurs à des fins commerciales et de marketing; promotion des ventes pour des tiers; promotion de produits et services par l'intermédiaire du parrainage de manifestations sportives; services d'animation d'évènements commerciaux; services de promotion de produits par l'intermédiaire d'influenceurs; services publicitaires pour créer une identité de marque pour des tiers;, 41, Services de divertissement; location d'équipement pour les sports; mise à disposition d'installations de loisirs; mise à disposition d'installations sportives; mise à disposition d'informations en matière de divertissement; services d'artistes de spectacles; mise à disposition des classements d'utilisateurs à des fins culturelles ou de divertissement; mise à disposition des évaluations d'utilisateurs à des fins culturelles ou de divertissement; coaching [formation] ; organisation de compétitions sportives en intérieur ; Organisation de concours [éducation ou divertissement]; Cours de sport; location de décors de spectacles; services de disc-jockeys; Services d'informations en matière de sport, à savoir services de suivi de classement de joueurs proposés en ligne à partir d'un réseau informatique ; location de jouets; organisation de loteries; location de matériel de jeu; organisation d'événements de divertissement; planification de réceptions [divertissements] ; préparation et conduite d'événements sportifs; mise à disposition de publications électroniques en ligne non téléchargeables; services de salles de jeux; services d'animation d'évènements [divertissement]; location de simulateurs d'entraînement;, 42, Création et entretien de sites web pour des tiers; décoration intérieure; développement de plateformes informatiques ; location de logiciels informatiques; logiciels en tant que service [saas]; maintenance et mise à jour de logiciels; recherche et développement de nouveaux produits pour des tiers."
4159006;!!;Marque semi-figurative;20/02/2015;"35, Publicité; gestion des affaires commerciales; administration commerciale; travaux de bureau; diffusion de matériel publicitaire (tracts, prospectus, imprimés, échantillons); services d'abonnement à des journaux (pour des tiers); services d'abonnement à des services de télécommunication pour les tiers; présentation de produits sur tout moyen de communication pour la vente au détail; conseils en organisation et direction des affaires; comptabilité; reproduction de documents; bureaux de placement; portage salarial; gestion de fichiers informatiques; optimisation du trafic pour les sites web; organisation d'expositions à buts commerciaux ou de publicité; publicité en ligne sur un réseau informatique; location de temps publicitaire sur tout moyen de communication; publication de textes publicitaires; locations d'espaces publicitaires; diffusion d'annonces publicitaires; relations publiques; audits d'entreprises (analyses commerciales); services d'intermédiation commerciale (conciergerie);, 36, Assurances; services bancaires; service bancaires en ligne; affaires immobilières; services de caisses de prévoyance; émission de chèques de voyage ou de cartes de crédit; estimations immobilières; gestion financière; gérance de biens immobiliers; services de financement; analyse financière; constitution ou investissement de capitaux; consultation en matière financière; estimations financières (assurances, banques, immobilier); placement de fonds;, 38, Télécommunications; informations en matière de télécommunications; communications par terminaux d'ordinateurs ou par réseau de fibres optiques; communications radiophoniques ou téléphoniques; services de radiotéléphonie mobile; fourniture d'accès utilisateur à des réseaux informatiques mondiaux; mise à disposition de forums en ligne; fourniture d'accès à des bases de données; services d'affichage électronique (télécommunications); raccordement par télécommunications à un réseau informatique mondial; agences de presse ou d'informations (nouvelles); location d'appareils de télécommunication; émissions radiophoniques ou télévisées; services de téléconférences ou de visioconférences; services de messagerie électronique; location de temps d'accès à des réseaux informatiques mondiaux;, 41, Éducation; formation; divertissement; activités sportives et culturelles; informations en matière de divertissement ou d'éducation; recyclage professionnel; mise à disposition d'installations de loisirs; publication de livres; prêt de livres; production et location de films cinématographiques; location d'enregistrements sonores; location de postes de télévision; location de décors de spectacles; montage de bandes vidéo; services de photographie; organisation de concours (éducation ou divertissement); organisation et conduite de colloques, conférences ou congrès; organisation d'expositions à buts culturels ou éducatifs; réservation de places de spectacles; services de jeu proposés en ligne à partir d'un réseau informatique; service de jeux d'argent; publication électronique de livres et de périodiques en ligne; micro-édition;, 42, Evaluations et estimations dans les domaines scientifiques et technologiques rendues par des ingénieurs; recherches scientifiques et techniques; conception et développement d'ordinateurs et de logiciels; recherche et développement de nouveaux produits pour des tiers; études de projets techniques; architecture; décoration intérieure; élaboration (conception), installation, maintenance, mise à jour ou location de logiciels; programmation pour ordinateur; analyse de systèmes informatiques; conception de systèmes informatiques; consultation en matière de conception et de développement d'ordinateurs; numérisation de documents; logiciel-service (SaaS); informatique en nuage; conseils en technologie de l'information; hébergement de serveurs; contrôle technique de véhicules automobiles; services de conception d'art graphique; stylisme (esthétique industrielle); authentification d'oeuvres d'art; audits en matière d'énergie; stockage électronique de données;, 45, Services juridiques; médiation; service de sécurité pour la protection des biens et des individus; agences matrimoniales; établissement d'horoscopes; pompes funèbres; services de crémation; agences de surveillance nocturne; surveillance des alarmes anti-intrusion; consultation en matière de sécurité; ouverture de serrures; location de vêtements; agences de détectives; recherches judiciaires; conseils en propriété intellectuelle; services de réseautage social en ligne; garde d'enfants à domicile."
4236213;!!;Marque semi-figurative;23/12/2015;"09, Logiciels (programmes enregistrés) destinés à effectuer des sondages d'opinion en ligne; logiciels permettant la transmission, l'accès, l'organisation, et la gestion de messages textuels, de revues de blogues en ligne et d'images par le biais de l'Internet et d'autres réseaux de communications; moteurs de recherche à savoir logiciels permettant de trouver et de comparer des prix de produits ou de prestations; appareils pour l'enregistrement, la transmission, la reproduction du son ou des images; supports d'enregistrement magnétiques; disques acoustiques; logiciels téléchargeables sous forme d'une application mobile pour ordinateurs; dispositifs de communications numériques et électroniques portables; dispositifs mobiles et dispositifs de communications avec ou sans fil pour faciliter la communication; logiciels de réseautage social; logiciels pour la fourniture en temps réel de données, messages, lieux, photographies, liens, et textes; logiciel pour la création, le partage, la diffusion et la publication de photographies, vidéos, informations personnelles et générales à des fins de réseautage social, personnel et professionnel; logiciels de jeux;, 35, Sondages d'opinion; sondages d'opinion en ligne; gestion des affaires commerciales; administration commerciale; informations d'affaires; investigations pour affaires; recherches pour affaires; renseignements d'affaires; estimation en affaires commerciales; recueil de données dans un fichier central; gestion de fichiers informatiques; systématisation de données dans un fichier central; organisation de manifestations à vocation commerciale; gestion administrative de lieux d'expositions à buts commerciaux ou de publicité; mise en réseau d'entreprises (intermédiation commerciale); diffusion d'analyses commerciales; recherche et récupération d'informations se trouvant sur des réseaux informatiques pour d'autres; services administratifs relatifs à l'établissement de bases de données en matière d'évaluation d'un produit, d'une prestation ou de tout sujet; travaux de bureau; diffusion de matériel publicitaire (tracts, prospectus, imprimés, échantillons); services d'abonnement à des journaux (pour des tiers); services d'abonnement à des services de télécommunication pour les tiers; présentation de produits sur tout moyen de communication pour la vente au détail; conseils en organisation et direction des affaires; comptabilité; reproduction de documents; bureaux de placement; portage salarial; gestion de fichiers informatiques; optimisation du trafic pour les sites Web; organisation d'expositions à buts commerciaux ou de publicité; publicité; publicité en ligne sur un réseau informatique; location de temps publicitaire sur tout moyen de communication; publication de textes publicitaires; locations d'espaces publicitaires; diffusion d'annonces publicitaires; relations publiques; audits d'entreprises (analyses commerciales); services d'intermédiation commerciale (conciergerie); services d'approvisionnement de produits ou services pour des tiers (achat de produits et de services pour d'autres entreprises); services de vente au détail et de vente au détail en ligne de matériel informatique et logiciels, équipements pour le traitement d'informations et ordinateurs, étuis, housses et supports pour dispositifs électroniques portables et portatifs, produits alimentaires, meubles, linges de maison, instruments de musique, articles de papeterie, animaux, appareils photographiques, caméras, instruments d'optique, appareils électroniques, vêtements, articles de maroquinerie, sacs, bijoux, fourniture de bureau, jeux, jouets, meubles, meubles de jardin, produits cosmétiques, parfums, véhicules, équipements sportifs, matériel de loisirs créatifs, articles de puériculture, articles de bricolage, articles de quincaillerie, aliments et substances diététiques à usage médical ou vétérinaire, aliments pour bébé, compléments alimentaires, articles hygiéniques et pharmaceutiques, vibromasseurs, articles érotiques, machines, machines-outils, matériaux de construction métalliques ou non métalliques, métaux communs et leurs alliages, produits chimiques destinés à l'industrie, aux sciences, à la photographie, à l'agriculture, l'horticulture et la sylviculture, livres, DVD, CD, jeux vidéo et places de spectacles, objets d'art; services d'études de marché et d'informations de marché; services d'études de marché au moyen de bases de données informatiques; prestation de services aux utilisateurs en rapport avec la création, la modification, la mise à jour, la collecte, la maintenance, l'analyse, le suivi et le transfert de questionnaires, enquêtes et autres formats de collecte de données en ligne par le biais d'un site Web et de logiciels (gestion de données);, 38, Informations en matière de télécommunications; communications par terminaux d'ordinateurs ou par réseau de fibres optiques; communications radiophoniques ou téléphoniques; services de radiotéléphonie mobile; fourniture d'accès utilisateur à des réseaux informatiques mondiaux; mise à disposition de forums en ligne; fourniture d'accès à des bases de données; services d'affichage électronique (télécommunications); raccordement par télécommunications à un réseau informatique mondial; agences de presse ou d'informations (nouvelles); location d'appareils de télécommunication; émissions radiophoniques ou télévisées; services de téléconférences ou de visioconférences; services de messagerie électronique; location de temps d'accès à des réseaux informatiques mondiaux; fourniture de forums de discussion sur l'Internet; fourniture d'accès à des bases de données; fourniture d'accès à des bases de données informatiques destinées à l'établissement de sondages d'opinion pour des tiers; fourniture d'accès à des bases de données informatiques dans le domaine d'un réseau social, d'intégration sociale et de rencontres; exploitation d'un site Internet contenant une technologie permettant aux utilisateurs en ligne de créer des profils personnels contenant des informations sociales de réseaux et le transfert et le partage de ces informations sur plusieurs sites Internet, à savoir fourniture d'accès à des infrastructures en ligne permettant aux utilisateurs en ligne de créer des profils personnels contenant des informations sociales de réseaux et le transfert et le partage de ces informations sur plusieurs sites Internet; mise à disposition de forums de discussion et de tableaux d'affichage électroniques en ligne pour la transmission de messages parmi des utilisateurs sur des questions d'intérêt général et d'actualité; mise à disposition de forums communautaires en ligne permettant aux utilisateurs de publier, rechercher, visualiser, partager, critiquer, évaluer et faire des commentaires sur des messages, commentaires, contenu multimédia, vidéos, films, photos, contenu audio, animation, images, textes, informations et autre contenu; fourniture d'accès à des conférences électroniques, à des groupes et à des forums de discussion dédiée à l'établissement de sondage d'opinion; fourniture d'accès à un site Web à des fins de réseautage social; fourniture d'accès à des bases de données informatiques en ligne et bases de données explorables en ligne en matière de mise en réseau social;, 41, Éducation; formation; divertissement; activités sportives et culturelles; informations en matière de divertissement ou d'éducation; mise à disposition d'installations de loisirs; publication de livres; prêt de livres; production et location de films cinématographiques; location d'enregistrements sonores; location de postes de télévision; montage de bandes vidéo; services de photographie; organisation de concours (éducation ou divertissement); organisation et conduite de colloques, conférences ou congrès; organisation d'expositions à buts culturels ou éducatifs; réservation de places de spectacles; services de jeu proposés en ligne à partir d'un réseau informatique; publication électronique de livres et de périodiques en ligne; micro-édition; publication et édition de livres, de revues, de journaux et d'articles de presse; services de billetterie (divertissement); réservation de places de spectacles;, 42, Conception et développement d'ordinateurs, de logiciels et de sites Web; recherche et développement de nouveaux produits pour des tiers; études de projets techniques; élaboration (conception), installation, maintenance, mise à jour ou location de logiciels; programmation pour ordinateur; analyse de systèmes informatiques; conception de systèmes informatiques; consultation en matière de conception et de développement d'ordinateurs; numérisation de documents; logiciel-service (SaaS); informatique en nuage; conseils en technologie de l'information; hébergement de serveurs; services de conception d'art graphique; stockage électronique de données; fourniture de moteurs de recherche pour l'Internet; services informatiques permettant la mise à disposition temporaire de logiciels non téléchargeables pour l'utilisation de réseaux sociaux créant une communauté virtuelle, et la transmission de données audio, vidéo, à des images photographiques, à des textes, à des graphiques; services de conseils en technologies informatiques; services de programmation informatique à des fins de sondage d'opinion, d'analyse et de documentation commerciales; fourniture d'accès temporaire à des logiciels en ligne de création, modification, mise à jour, collecte, maintenance, analyse et suivi par les utilisateurs de questionnaires, enquêtes et autres formats de collecte de données, ainsi que publication, exportation, diffusion par courrier électronique, impression et transfert d'analyses, rapports et résultats d'enquêtes; fourniture d'accès temporaire à des logiciels permettant de trouver et de comparer des prix de produits ou de prestations; fourniture d'accès temporaire à des logiciels permettant l'obtention d'informations et l'évaluation d'un produit, d'une prestation ou de tout sujet;, 43, Services de restauration (alimentation) et d'hébergement temporaire; réservations d'hôtels; réservation en ligne d'hébergement temporaire; location d'hébergement temporaire; réservation en ligne de restaurants;, 45, Services de mise en relation sociale; services de réseaux et de rencontres; services sociaux en ligne de mise en réseau; fourniture d'informations en matière de réseautage social; fourniture de services de réseautage social et rencontres sur l'Internet; services de réseautage social en ligne, à savoir, services facilitant les rencontres sociales ou les interactions entre individus; services de rencontres; services de réseautage social à savoir fourniture d'opportunités en échange d'informations et de conversations par le biais d'avis sur des produits; services de réseautage social, à savoir fourniture d'une base de données informatique interactive."
4617977;!Cookliv;Marque figurative;27/01/2020;"29, Fruits et légumes conservés, congelés, surgelés, séchés et/ou cuits ; fruits ou légumes préparés ; fruits conservés dans l'alcool ; salade de fruits et de légumes ; viande ; poisson ; volaille ; gibier ; saucisses ; charcuterie ; crustacés et mollusques (non vivants) ; extraits de viande ; plats préparés et cuisinés chauds ou froids à base de fruits, de légumes, de viande, d'extraits de viande, de volaille, de gibier, de poisson ou de produits de la mer ; conserves de fruits, de légumes, de poisson, de crustacés, de volaille, de gibier ou de viande ; mets à base de fruits, de légumes, de volaille, de gibier, d'extraits de viande, de saucisses, de poisson ou de viande ; jus végétaux pour la cuisine ; préparations alimentaires, à savoir farces et garnitures à base de viande, volaille, gibier, poisson et fruits de mer, fruits et légumes ; potages ; bouillons ; soupes ; consommés ; préparations pour faire des bouillons ; pickles ; desserts à base de fruits ; compotes ; en-cas à base de fruits ou de légumes, de viande, de poisson, de volaille, de gibier, d'extraits de viande ou de saucisses ; arachides préparées ; chips [pommes de terre] ; fruits confits ; houmous [pâte de pois chiches] ; salaisons ; tofu ; oeufs ; lait et produits laitiers ; fromages ; yaourts ; beurre ; margarine ; crème ; boissons lactées où le lait prédomine ; gelées ; confitures ; marmelades ; gélatine à usage alimentaire ; huiles et graisses comestibles ; graisses alimentaires;, 30, Fruits et légumes conservés, congelés, surgelés, séchés et/ou cuits ; fruits ou légumes préparés ; fruits conservés dans l'alcool ; salade de fruits et de légumes ; viande ; poisson ; volaille ; gibier ; saucisses ; charcuterie ; crustacés et mollusques (non vivants) ; extraits de viande ; plats préparés et cuisinés chauds ou froids à base de fruits, de légumes, de viande, d'extraits de viande, de volaille, de gibier, de poisson ou de produits de la mer ; conserves de fruits, de légumes, de poisson, de crustacés, de volaille, de gibier ou de viande ; mets à base de fruits, de légumes, de volaille, de gibier, d'extraits de viande, de saucisses, de poisson ou de viande ; jus végétaux pour la cuisine ; préparations alimentaires, à savoir farces et garnitures à base de viande, volaille, gibier, poisson et fruits de mer, fruits et légumes ; potages ; bouillons ; soupes ; consommés ; préparations pour faire des bouillons ; pickles ; desserts à base de fruits ; compotes ; en-cas à base de fruits ou de légumes, de viande, de poisson, de volaille, de gibier, d'extraits de viande ou de saucisses ; arachides préparées ; chips [pommes de terre] ; fruits confits ; houmous [pâte de pois chiches] ; salaisons ; tofu ; oeufs ; lait et produits laitiers ; fromages ; yaourts ; beurre ; margarine ; crème ; boissons lactées où le lait prédomine ; gelées ; confitures ; marmelades ; gélatine à usage alimentaire ; huiles et graisses comestibles ; graisses alimentaires;, 31, Produits de l’agriculture et de l’aquaculture ; produits de l’horticulture ou de la sylviculture ; animaux vivants ; crustacés vivants ; fruits frais ; légumes frais ; agrumes frais ; céréales en grains non travaillés ; malt ; houblon ; arachides [fruits] ; amandes [fruits] ; noisettes ; noix ; baies [fruits] ; fèves brutes de cacao ; chicorée [salade] ; racines de chicorée ; fèves fraîches ; châtaignes fraîches ; marrons frais ; noix de coco ; noix de cola ; écorces brutes ; raisins frais ; rhubarbe ; plantes naturelles ; fleurs naturelles ; semences (graines) ; grains [céréales] ; son de céréales ; blé ; avoine ; froment ; seigle ; sésame ; cannes à sucre ; bagasses de canne à sucre à l'état brut ; herbes potagères fraîches ; algues pour l'alimentation humaine ; salades vertes ; champignons frais ; truffes fraîches ; oeufs de poissons ; aliments pour les animaux ; gazon naturel ; appâts vivants pour la pêche ; arbustes ; plantes ; plants ; arbres (végétaux) ; bois bruts ; fourrages;, 35, Services de vente au détail de produits et services dans les domaines culinaires, de l'alimentation et de l’art de la table et notamment de produits alimentaires, de boissons alcoolisées ou non, de plateaux-repas, de coffrets repas, de linge de table, de linge de cuisine, de couverts, de vaisselle, d’ustensiles et récipients pour la cuisine, de livres de recettes, de livres dans le domaine culinaire et oenologique, de services de traiteur ; services de vente par correspondance et/ou en ligne de produits et services dans les domaines culinaires, de l'alimentation et de l’art de la table et notamment de produits alimentaires, de boissons alcoolisées ou non, de plateaux-repas, de coffrets repas, de linge de table, de linge de cuisine, de couverts, de vaisselle, d’ustensiles et récipients pour la cuisine, de livres de recettes, de livres dans le domaine culinaire et oenologique, de services de traiteur ; présentation de produits sur tout moyen de communication pour la vente au détail ; organisation et gestion d'opérations commerciales de fidélisation de la clientèle notamment par le moyen de cartes de fidélité ; publicité ; gestion des affaires commerciales, notamment dans le domaine de la gastronomie et de la restauration ; administration commerciale, notamment dans le domaine de la gastronomie et de la restauration ; travaux de bureau ; diffusion de matériel publicitaire (tracts, prospectus, imprimés, échantillons) ; services d'abonnement à des journaux (pour des tiers) ; services d’abonnement à des services de télécommunications pour des tiers ; conseils en organisation et direction des affaires notamment dans le domaine de la gastronomie et de la restauration ; comptabilité ; reproduction de documents ; services de bureaux de placement ; portage salarial ; gestion de fichiers informatiques ; optimisation du trafic pour des sites web ; organisation d'expositions, de manifestations, de salons à buts commerciaux ou de publicité ; publicité en ligne sur un réseau informatique ; location de temps publicitaire sur tout moyen de communication ; publication de textes publicitaires ; location d'espaces publicitaires ; diffusion d'annonces publicitaires ; relations publiques ; audits d'entreprises (analyses commerciales) ; services d’intermédiation commerciale (conciergerie);, 39, Transport ; emballage et entreposage de marchandises ; distribution (livraison de produits) ; transport, emballage, entreposage ou livraison de produits dans les domaines culinaires, de l'alimentation et de l’art de la table et notamment de produits alimentaires, boissons alcoolisées ou non, de linge de table, de linge de cuisine, de couverts, de vaisselle, d’ustensiles et récipients pour la cuisine, de livres de recettes, de livres dans le domaine culinaire et oenologique ; informations en matière de transport, d’emballage, d’entreposage ou de livraison de marchandises et notamment de produits dans les domaines culinaires, de l'alimentation et de l’art de la table ; services de logistique en matière de transport, d’emballage, d’entreposage ou de livraison de marchandises et notamment de produits dans les domaines culinaires, de l'alimentation et de l’art de la table ; location de véhicules ; organisation de voyages ; distribution de journaux ; distribution des eaux ; distribution d’électricité ; remorquage ; location de garages ; location de places de garages pour le stationnement ; transport en taxi ; réservation de places de voyage ; entreposage de supports de données ou de documents stockés électroniquement;, 40, Recyclage d’ordures et de déchets ; tri de déchets et de matières premières de récupération (transformation) ; traitement des déchets (transformation) ; informations en matière de recyclage de déchets, de tri de matériaux ; informations en matière de traitement de matériaux ; sciage ; couture ; services d’imprimerie ; soudure ; polissage (abrasion) ; rabotage ; raffinage ; meulage ; galvanisation ; services de dorure ; étamage ; services de teinturerie ; retouche de vêtements ; traitement de tissus ; purification de l'air ; vulcanisation (traitement de matériaux) ; décontamination de matériaux dangereux ; production d'énergie ; tirage de photographies ; développement de pellicules photographiques ; sérigraphie ; soufflage (verrerie) ; taxidermie;, 43, Services de traiteurs ; services de restauration (alimentation) ; services de bars ; cafétérias ; cantine ; restaurants libre-service ; restaurants à service rapide et permanent (snack-bars) ; location de chaises, tables, présentoirs pour buffets alimentaires, linge de table, verrerie, vaisselle, couverts, ustensiles et récipients de cuisine ; conseils professionnels en matière culinaire, gastronomique et oenologique ; hébergement temporaire ; services hôteliers ; réservation de logements temporaires ; mise à disposition de terrains de camping ; crèches d'enfants ; maisons de retraite pour personnes âgées ; pensions pour animaux domestiques."
4289849;!ICI!;Marque semi-figurative;26/07/2016;"14, Joaillerie; bijouterie; pierres précieuses; horlogerie et instruments chronométriques; métaux précieux et leurs alliages; objets d'art en métaux précieux; coffrets à bijoux; boîtes en métaux précieux; boîtiers de montres; bracelets de montres; chaînes de montres; ressorts de montres; verres de montres; porte-clefs de fantaisie; statues en métaux précieux; figurines (statuettes) en métaux précieux; étuis pour l'horlogerie; écrins pour l'horlogerie; médailles;, 16, Produits de l'imprimerie; articles pour reliures; photographies; articles de papeterie; adhésifs (matières collantes) pour la papeterie ou le ménage; matériel pour artistes; pinceaux; articles de bureau (à l'exception des meubles); matériel d'instruction ou d'enseignement (à l'exception des appareils); caractères d'imprimerie; clichés; papier; carton; boîtes en carton ou en papier; affiches; albums; cartes; livres; journaux; prospectus; brochures; calendriers; instruments d'écriture; objets d'art gravés; objets d'art lithographiés; tableaux (peintures) encadrés ou non; aquarelles; patrons pour la couture; dessins; instruments de dessin; mouchoirs de poche en papier; serviettes de toilette en papier; linge de table en papier; papier hygiénique; sacs (enveloppes, pochettes) en papier ou en matières plastiques pour l'emballage; sacs à ordures en papier ou en matières plastiques;, 18, Cuir; peaux d'animaux; malles et valises; parapluies et parasols; cannes; fouets; sellerie; portefeuilles; porte-monnaie; porte-cartes de crédit [portefeuilles]; sacs; coffrets destinés à contenir des articles de toilette dits «vanity cases»; colliers pour animaux; habits pour animaux;, 20, Meubles; glaces (miroirs); cadres (encadrements); objets d'art en bois, cire, plâtre ou en matières plastiques; cintres pour vêtements; commodes; coussins; étagères; récipients d'emballage en matières plastiques; fauteuils; sièges; literie à l'exception du linge de lit; matelas; vaisseliers; boîtes en bois ou en matières plastiques;, 21, Ustensiles de ménage; ustensiles de cuisine; récipients à usage ménager; récipients pour la cuisine; peignes; éponges; brosses (à l'exception des pinceaux); matériaux pour la brosserie; instruments de nettoyage actionnés manuellement; paille de fer; verre brut ou mi-ouvré à l'exception du verre de construction; porcelaines; faïence; bouteilles; objets d'art en porcelaine, en céramique, en faïence ouen verre; statues en porcelaine, en céramique, en faïence ou en verre; figurines (statuettes) en porcelaine, en céramique, en faïence ou en verre; ustensiles de toilette; nécessaires de toilette; poubelles; verres (récipients); vaisselle."
4944549;!KIRA;Marque figurative;11/03/2023;"14, bijouterie ; Joaillerie ;, 18, porte-cartes de crédit [portefeuilles] ; sacs ; portefeuilles ;, 25, Vêtements ; sous-vêtements ; vêtements en cuir ; fourrures (vêtements) ; chemises ; chaussures de plage ; articles chaussants ; chapellerie ; bonneterie ; chaussettes ; chaussures de ski ; cravates ; gants (habillement) ; foulards ; chaussures de sport ; chaussons ; ceintures (habillement) ;, 40, confection de vêtements."
